web-scraper-order,web-scraper-start-url,name,school,image-src,link,link-href
"1668781088-11057","https://www.edx.org/search?tab=course&subject=Engineering","The Art of Structural
Engineering: Bridges","PrincetonX","https://prod-discovery.edx-cdn.org/media/course/image/849573cb-3dec-4796-8533-671838533598-ea82e3505a41.jpg","The Art of Structural
Engineering: Bridges…Schools and Partners: PrincetonX…Course","https://www.edx.org/course/the-art-of-structural-engineering-bridges?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=2"
"1668781088-11058","https://www.edx.org/search?tab=course&subject=Engineering","Nuclear Energy: Science,
Systems and Society","MITx","https://prod-discovery.edx-cdn.org/media/course/image/35d6b823-32b8-477b-87d8-937a687c8801-fd1373fa3566.jpg","Nuclear Energy: Science,
Systems and Society…Schools and Partners: MITx…Course","https://www.edx.org/course/nuclear-energy-science-systems-and-society?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=3"
"1668781088-11059","https://www.edx.org/search?tab=course&subject=Engineering","Advanced Fluid
Mechanics 2: The
Navier-Stokes Equation…","MITx","https://prod-discovery.edx-cdn.org/media/course/image/e3236081-409a-40e8-b352-0a3921687d34-9821a4ed76bb.jpeg","Advanced Fluid
Mechanics 2: The
Navier-Stokes Equation……Schools and Partners: MITx…Course","https://www.edx.org/course/advanced-fluid-mechanics-2?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=4"
"1668781088-11060","https://www.edx.org/search?tab=course&subject=Engineering","Stability and Design of
Structural Frames","PurdueX","https://prod-discovery.edx-cdn.org/media/course/image/7d3a9ee2-cbaf-4870-a17e-e330c23aeca4-c4799f720271.jpeg","Stability and Design of
Structural Frames…Schools and Partners: PurdueX…Course","https://www.edx.org/course/stability-and-design-of-steel-frames?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=5"
"1668781088-11061","https://www.edx.org/search?tab=course&subject=Engineering","Flight Vehicle
Aerodynamics","MITx","https://prod-discovery.edx-cdn.org/media/course/image/663b60da-d279-4455-9be2-0960e2fd3500.jpg","Flight Vehicle
Aerodynamics…Schools and Partners: MITx…Course","https://www.edx.org/course/flight-vehicle-aerodynamics?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=6"
"1668781088-11062","https://www.edx.org/search?tab=course&subject=Engineering","Supply Chains for
Manufacturing: Capacity
Analytics","MITx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Supply Chains for
Manufacturing: Capacity
Analytics…Schools and Partners: MITx…Course","https://www.edx.org/course/supply-chains-for-manufacturing-ii?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=7"
"1668781088-11063","https://www.edx.org/search?tab=course&subject=Engineering","Wiskunde voor
(startende) studenten","KULeuvenX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Wiskunde voor
(startende) studenten…Schools and Partners: KULeuvenX…Course","https://www.edx.org/course/wiskunde-voor-startende-studenten-2?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=8"
"1668781088-11064","https://www.edx.org/search?tab=course&subject=Engineering","Sensor Fusion and
Non-linear Filtering for
Automotive Systems","ChalmersX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Sensor Fusion and
Non-linear Filtering for
Automotive Systems…Schools and Partners: ChalmersX…Course","https://www.edx.org/course/sensor-fusion-and-non-linear-filtering-for-automot?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=9"
"1668781088-11065","https://www.edx.org/search?tab=course&subject=Engineering","Computational Thinking
for Modeling and
Simulation","MITx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Computational Thinking
for Modeling and
Simulation…Schools and Partners: MITx…Course","https://www.edx.org/course/computational-thinking-for-modeling-and-simulation?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=10"
"1668781088-11066","https://www.edx.org/search?tab=course&subject=Engineering","Fundamentals of
Nanomaterials and
Nanotechnology","PurdueX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Fundamentals of
Nanomaterials and
Nanotechnology…Schools and Partners: PurdueX…Course","https://www.edx.org/course/fundamentals-of-nanomaterials-and-nanotechnology?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=11"
"1668781088-11067","https://www.edx.org/search?tab=course&subject=Engineering","Industrial Biotechnology","DelftX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Industrial Biotechnology…Schools and Partners: DelftX…Course","https://www.edx.org/course/industrial-biotechnology-2?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=12"
"1668781088-11068","https://www.edx.org/search?tab=course&subject=Engineering","Mobile Application
Experiences","MITx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Mobile Application
Experiences…Schools and Partners: MITx…Course","https://www.edx.org/course/mobile-application-experiences?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=13"
"1668781088-11069","https://www.edx.org/search?tab=course&subject=Engineering","Computational
Watershed Hydrology","PurdueX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Computational
Watershed Hydrology…Schools and Partners: PurdueX…Course","https://www.edx.org/course/computational-watershed-hydrology?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=14"
"1668781088-11070","https://www.edx.org/search?tab=course&subject=Engineering","Engineering Drawing |
工程制图","TsinghuaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Engineering Drawing |
工程制图…Schools and Partners: TsinghuaX…Course","https://www.edx.org/course/engineering-drawinggong-cheng-zhi-tu?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=15"
"1668781088-11071","https://www.edx.org/search?tab=course&subject=Engineering","Protección de datos
personales en la era
digital","JaverianaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Protección de datos
personales en la era
digital…Schools and Partners: JaverianaX…Course","https://www.edx.org/course/proteccion-de-datos-personales-en-la-era-digital-2?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=16"
"1668781088-11072","https://www.edx.org/search?tab=course&subject=Engineering","Thermodynamics","IITBombayX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Thermodynamics…Schools and Partners: IITBombayX…Course","https://www.edx.org/course/thermodynamics?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=17"
"1668781088-11073","https://www.edx.org/search?tab=course&subject=Engineering","Deep Learning","AnahuacX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Deep Learning…Schools and Partners: AnahuacX…Course","https://www.edx.org/course/deep-learning-3?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=18"
"1668781088-11074","https://www.edx.org/search?tab=course&subject=Engineering","Introduction to Functional
Programming","DelftX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Introduction to Functional
Programming…Schools and Partners: DelftX…Course","https://www.edx.org/course/introduction-to-functional-programming?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=19"
"1668781088-11075","https://www.edx.org/search?tab=course&subject=Engineering","User Experience (UX)
Design: Human Factors
and Culture in Design |…","TsinghuaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","User Experience (UX)
Design: Human Factors
and Culture in Design |……Schools and Partners: TsinghuaX…Course","https://www.edx.org/course/user-experience-ux-design-human-factors-and-cultur?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=20"
"1668781088-11076","https://www.edx.org/search?tab=course&subject=Engineering","Quantum Cryptography","CaltechX, DelftX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Quantum Cryptography…Schools and Partners: CaltechX, DelftX…Course","https://www.edx.org/course/quantum-cryptography?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=21"
"1668781088-11077","https://www.edx.org/search?tab=course&subject=Engineering","Differential Equations:
2x2 Systems","MITx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Differential Equations:
2x2 Systems…Schools and Partners: MITx…Course","https://www.edx.org/course/differential-equations-2x2-systems?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=22"
"1668781088-11078","https://www.edx.org/search?tab=course&subject=Engineering","Manufacturing Process
Control II","MITx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Manufacturing Process
Control II…Schools and Partners: MITx…Course","https://www.edx.org/course/manufacturing-process-control-ii?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=23"
"1668781088-11079","https://www.edx.org/search?tab=course&subject=Engineering","Computational Probability
and Inference","MITx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Computational Probability
and Inference…Schools and Partners: MITx…Course","https://www.edx.org/course/computational-probability-and-inference?index=product_value_experiment_a&queryID=c81218194a0877b197de087038eddd47&position=24"
"1668781088-11080","https://www.edx.org/search?tab=course&subject=Engineering","Smart Grids: The Basics","DelftX","https://prod-discovery.edx-cdn.org/media/course/image/2bb0841b-ffab-4399-9612-513a846b417b-e5ea2c076fef.jpeg","Smart Grids: The Basics…Schools and Partners: DelftX…Course","https://www.edx.org/course/smart-grids-the-basics?index=product_value_experiment_a&queryID=039356c824b2e282a430b968fc0f0c1d&position=1"
"1668781088-11081","https://www.edx.org/search?tab=course&subject=Engineering","Lánzate a la Innovación
con Design Thinking","JaverianaX","https://prod-discovery.edx-cdn.org/media/course/image/323b57cd-d948-4da6-87fa-4bfb5f7d31a3-f5a3fedb8252.png","Lánzate a la Innovación
con Design Thinking…Schools and Partners: JaverianaX…Course","https://www.edx.org/course/lanzate-a-la-innovacion-con-design-thinking?index=product_value_experiment_a&queryID=039356c824b2e282a430b968fc0f0c1d&position=2"
"1668781088-11082","https://www.edx.org/search?tab=course&subject=Engineering","Fundamentos y
Herramientas de DevOps","AnahuacX","https://prod-discovery.edx-cdn.org/media/course/image/37f38ba3-2293-49d3-9ec4-167bc68e3ab1-11b1a68663b5.jpeg","Fundamentos y
Herramientas de DevOps…Schools and Partners: AnahuacX…Course","https://www.edx.org/course/fundamentos-y-herramientas-de-devops?index=product_value_experiment_a&queryID=039356c824b2e282a430b968fc0f0c1d&position=3"
"1668781088-11083","https://www.edx.org/search?tab=course&subject=Engineering","The Art of Structural
Engineering: Vaults","PrincetonX","https://prod-discovery.edx-cdn.org/media/course/image/246a203a-69ac-443e-8a69-a949dc3adeb5-0076000e1e2a.jpg","The Art of Structural
Engineering: Vaults…Schools and Partners: PrincetonX…Course","https://www.edx.org/course/the-art-of-structural-engineering-vaults?index=product_value_experiment_a&queryID=039356c824b2e282a430b968fc0f0c1d&position=4"
"1668781088-11084","https://www.edx.org/search?tab=course&subject=Engineering","Solar Energy","DelftX","https://prod-discovery.edx-cdn.org/media/course/image/f7cb17f3-440d-4a25-8c5f-01c613d182e0-002d526e3b25.jpg","Solar Energy…Schools and Partners: DelftX…Course","https://www.edx.org/course/delftx-solar-energy?index=product_value_experiment_a&queryID=039356c824b2e282a430b968fc0f0c1d&position=5"
"1668781088-11085","https://www.edx.org/search?tab=course&subject=Engineering","The Minerals and Mining
Business","CurtinX","https://prod-discovery.edx-cdn.org/media/course/image/526775b7-e416-4736-bb69-c63cabca23e6-6c96b693bc9e.jpeg","The Minerals and Mining
Business…Schools and Partners: CurtinX…Course","https://www.edx.org/course/the-minerals-and-mining-business?index=product_value_experiment_a&queryID=039356c824b2e282a430b968fc0f0c1d&position=6"
"1668781088-11086","https://www.edx.org/search?tab=course&subject=Engineering","5G Essentials","CurtinX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","5G Essentials…Schools and Partners: CurtinX…Course","https://www.edx.org/course/5g-essentials?index=product_value_experiment_a&queryID=039356c824b2e282a430b968fc0f0c1d&position=7"
"1668781088-11087","https://www.edx.org/search?tab=course&subject=Engineering","4G Network Essentials","IMTx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","4G Network Essentials…Schools and Partners: IMTx…Course","https://www.edx.org/course/4g-network-essentials?index=product_value_experiment_a&queryID=039356c824b2e282a430b968fc0f0c1d&position=8"
"1668781088-11088","https://www.edx.org/search?tab=course&subject=Engineering","Fundamentals of
Non-Destructive Testing","PurdueX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Fundamentals of
Non-Destructive Testing…Schools and Partners: PurdueX…Course","https://www.edx.org/course/fundamentals-of-non-destructive-testing?index=product_value_experiment_a&queryID=039356c824b2e282a430b968fc0f0c1d&position=9"
"1668781088-11089","https://www.edx.org/search?tab=course&subject=Engineering","Paradigms of Computer
Programming –
Fundamentals","LouvainX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Paradigms of Computer
Programming –
Fundamentals…Schools and Partners: LouvainX…Course","https://www.edx.org/course/paradigms-of-computer-programming-fundamentals?index=product_value_experiment_a&queryID=039356c824b2e282a430b968fc0f0c1d&position=10"
"1668781088-11090","https://www.edx.org/search?tab=course&subject=Engineering","Road Traffic Safety in
Automotive Engineering","ChalmersX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Road Traffic Safety in
Automotive Engineering…Schools and Partners: ChalmersX…Course","https://www.edx.org/course/road-traffic-safety-in-automotive-engineering?index=product_value_experiment_a&queryID=039356c824b2e282a430b968fc0f0c1d&position=11"
"1668781088-11091","https://www.edx.org/search?tab=course&subject=Engineering","Stochastic Processes:
Data Analysis and
Computer Simulation","KyotoUx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Stochastic Processes:
Data Analysis and
Computer Simulation…Schools and Partners: KyotoUx…Course","https://www.edx.org/course/stochastic-processes-data-analysis-and-computer-si?index=product_value_experiment_a&queryID=039356c824b2e282a430b968fc0f0c1d&position=12"
