web-scraper-order,web-scraper-start-url,name,description,image-src,link,link-href,rating,review-count
"1668875197-46665","https://www.udacity.com/courses/all?field=school-of-cloud-computing","Cloud DevOps Engineer","Companies are looking for talented DevOps engineers to remain competitive in this agile world. Enroll now to master skills like operationalizing infrastructure at scale and delivering applications and services at high velocity.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd9991/nd-card.jpg","nanodegreeCloud DevOps EngineerCompanies are looking for talented DevOps engineers to remain competitive in this agile world. Enroll now to master skills like operationalizing infrastructure at scale and delivering applications and services at high velocity.Skills CoveredAWS, Configuration Management with Ansible, Continuous Integration / Continuous Deployment, Microservices with Kubernetes, CloudFormationPrerequisitesIntermediate JavaScriptView more +Program DetailsDownload Syllabusintermediate4 Months4.6 stars 844 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/cloud-dev-ops-nanodegree--nd9991","4.6","844"
"1668875197-46666","https://www.udacity.com/courses/all?field=school-of-cloud-computing","Data Engineering with Microsoft Azure","Master job-ready Azure skills like designing data models and utilizing other in-demand components of the cloud computing service.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/1fjwcY3a2Ywmqdyg4Tchg2/c2a4bc64da3c1f946dd98da8df936fbe/catalog-card-25.jpg","nanodegreeData Engineering with Microsoft Azure Master job-ready Azure skills like designing data models and utilizing other in-demand components of the cloud computing service.Skills CoveredDatabase Normalization,  Data Modeling Basics,  PostgreSQL,  SQL and SQL scripting, Denormalized Data Schemas,  Relational data modeling,  OLAP Cubes,  Data Warehouse Architecture,  Data Extraction,  Big Data Fluency,  Apache Spark,  Data Lakes,  Apache Airflow,  Azure Pipelines
PrerequisitesExperience with SQL, Python, Azure, and GithubView more +Program DetailsDownload Syllabusintermediate4 MonthsProgram DetailsDownload Syllabus","https://www.udacity.com/course/data-engineering-with-microsoft-azure-nanodegree--nd0277","null","null"
"1668875197-46667","https://www.udacity.com/courses/all?field=school-of-cloud-computing","Cloud Developer","Cloud development is the foundation for the new world of software development. Enroll now to build and deploy production-ready full stack apps at scale on AWS.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd9990/nd-card.jpg","nanodegreeCloud DeveloperCloud development is the foundation for the new world of software development. Enroll now to build and deploy production-ready full stack apps at scale on AWS.Skills CoveredAWS, Microservices, Serverless Architecture, KubernetesPrerequisitesIntermediate JavaScriptView more +Program DetailsDownload Syllabusintermediate4 Months4.5 stars 843 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/cloud-developer-nanodegree--nd9990","4.5","843"
"1668875197-46668","https://www.udacity.com/courses/all?field=school-of-cloud-computing","AWS Cloud Architect","Build confidence planning, designing, and creating high availability cloud infrastructure.","https://d20vrrgs8k4bvw.cloudfront.net/images/degrees/nd063/catalog+image+nd063.jpg","nanodegreeAWS Cloud ArchitectBuild confidence planning, designing, and creating high availability cloud infrastructure.Skills CoveredCloud Infrastructure, Cloud Security, AWS, CloudFormation, High Availability Infrastructure, Serverless ComputingPrerequisitesExperience with Cloud Computing, Programming, and AWSView more +Program DetailsDownload Syllabusadvanced3 Months4.6 stars 275 reviewsProgram DetailsDownload Syllabus","https://www.udacity.com/course/aws-cloud-architect-nanodegree--nd063","4.6","275"
"1668875197-46669","https://www.udacity.com/courses/all?field=school-of-cloud-computing","Cloud Native Application Architecture","Learn to run and manage scalable applications in a cloud native environment using open source tools and projects like ArgoCD, gRPC, and Grafana.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/3CxJ3P449VAaphxDapsvGr/47919e598821354e1d2cc2c65041ec6a/catalog-card-8.jpg","nanodegreeCloud Native Application ArchitectureLearn to run and manage scalable applications in a cloud native environment using open source tools and projects like ArgoCD, gRPC, and Grafana.Skills CoveredMicroservice architecture,  Kubernetes,  Continuous Integration,  Continuous Delivery,  Message Passing,  Observability,  Microservices securityPrerequisitesHTTP, Python, Git, Linux, DockerView more +Program DetailsDownload Syllabusintermediate4 Months4.7 stars 149 reviewsIn collaboration with:SUSEProgram DetailsDownload SyllabusIn collaboration with:SUSE","https://www.udacity.com/course/cloud-native-application-architecture-nanodegree--nd064","4.7","149"
"1668875197-46670","https://www.udacity.com/courses/all?field=school-of-cloud-computing","Cloud Developer using Microsoft Azure","Master critical cloud computing skills used to deploy, build, migrate, and monitor applications on Azure.","https://d20vrrgs8k4bvw.cloudfront.net/images/course-catalog/en-us/nd081-catalog-card.jpg","nanodegreeCloud Developer using Microsoft AzureMaster critical cloud computing skills used to deploy, build, migrate, and monitor applications on Azure.Skills CoveredVirtual Machines,  App Services,  Microservices,  Serverless Functions,  Cloud MigrationPrerequisitesIntermediate programming experience, familiarity with SQL databases and GitView more +Program DetailsDownload Syllabusintermediate4 Months4.4 stars 64 reviewsIn collaboration with:MicrosoftProgram DetailsDownload SyllabusIn collaboration with:Microsoft","https://www.udacity.com/course/cloud-developer-using-microsoft-azure-nanodegree--nd081","4.4","64"
"1668875197-46671","https://www.udacity.com/courses/all?field=school-of-cloud-computing","Site Reliability Engineer","Learn to build automation tools that ensure designed solutions respond to requirements such as availability, performance, security, and maintainability.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/5zj1u0n0BBtouWd9WA6Hvw/02f0595830f5999a6a81f4bf721f8983/catalog-card-20.jpg","nanodegreeSite Reliability EngineerLearn to build automation tools that ensure designed solutions respond to requirements such as availability, performance, security, and maintainability.Skills CoveredCost-Benefit Analysis,  Building SRE Teams,  Observability Best Practices,  Prometheus,  Grafana,  Service Level Indicators,  Terraform,  
Geo-Replication,  Self-Healing System Design,  Microservice Design,  Deployment Rollback,  Deployment Automation,  Cloud Automation,  Deployment Automation,  Incident Post-Mortems,  Incident Management,  Reliability Reviews,  Capacity ManagementPrerequisitesPython or Java, Bash or Powershell, Linux, UNIX Shell and SQLView more +Program DetailsDownload Syllabusintermediate4 MonthsProgram DetailsDownload Syllabus","https://www.udacity.com/course/site-reliability-engineer-nanodegree--nd087","null","null"
"1668875197-46672","https://www.udacity.com/courses/all?field=school-of-cloud-computing","Digital Freelancer","The goal of the Digital Freelancer Nanodegree program is to prepare students to enter the digital marketplace by teaching key skills to create a successful digital business. Students will learn freelancing basics and essential skills as well as how to build their personal brand to start a successful online business in the global freelancing marketplace.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/3U3CiG1FnKGer0emHpwh1N/00ce8f98e0c65bc0f12f304a07373fb5/catalog-card-13.jpg","nanodegreeDigital FreelancerThe goal of the Digital Freelancer Nanodegree program is to prepare students to enter the digital marketplace by teaching key skills to create a successful digital business. Students will learn freelancing basics and essential skills as well as how to build their personal brand to start a successful online business in the global freelancing marketplace.Skills CoveredPortfolio Websites,  Professional Networking,  Resumes,  Social Media Presence,  Non-Disclosure Agreements,  Service Agreements,  Freelance Pricing Frameworks,  Invoicing,  Brand Design,  Elevator pitches,  Formal Written Communication,  Project management tools,  Project scopingPrerequisitesBasic computer skillsView more +Program DetailsDownload Syllabusbeginner1 MonthProgram DetailsDownload Syllabus","https://www.udacity.com/course/digital-freelancer-nanodegree--nd083","null","null"
"1668875197-46673","https://www.udacity.com/courses/all?field=school-of-cloud-computing","Cloud DevOps using Microsoft Azure","Learn how to deploy, test, and monitor cloud applications on Azure, one of the most popular cloud services platforms across the globe.","https://d20vrrgs8k4bvw.cloudfront.net/images/course-catalog/en-us/cloud-network.jpg","nanodegreeCloud DevOps using Microsoft AzureLearn how to deploy, test, and monitor cloud applications on Azure, one of the most popular cloud services platforms across the globe.Skills CoveredInfrastructure as Code,  Configuration Management,  Agile Planning,  Continuous Integration,  Continuous Delivery,  Test Automation,  MonitoringPrerequisitesIntermediate Python, familiarity with Linux shell scripting and cloud conceptsView more +Program DetailsDownload Syllabusintermediate3 Months4.3 stars 105 reviewsIn collaboration with:MicrosoftProgram DetailsDownload SyllabusIn collaboration with:Microsoft","https://www.udacity.com/course/cloud-devops-using-microsoft-azure-nanodegree--nd082","4.3","105"
"1668875197-46674","https://www.udacity.com/courses/all?field=school-of-cloud-computing","Cloud Architect using Microsoft Azure","Meet the growing demand for Azure cloud architects and learn the skills to translate business requirements into technical specifications for reliable, scalable, and secure cloud infrastructure using Microsoft Azure.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/6QzTaGe8JQPCerSe7Ak0mS/5594d616167881854e522fe7b7ec07c8/catalog-card-16.jpg","nanodegreeCloud Architect using Microsoft AzureMeet the growing demand for Azure cloud architects and learn the skills to translate business requirements into technical specifications for reliable, scalable, and secure cloud infrastructure using Microsoft Azure.Skills CoveredAzure Security Center,  Azure Resource Manager,  Azure Pricing Calculator,  Azure Key Vault,  Azure Defender,  Cloud Cost Policies,  Cloud Cost Evaluation,  Automated Cloud Cost Optimization,  Privileged Identity Management,  Identity and Access Management Fundamentals,  Disaster Recovery PlansPrerequisitesExperience with cloud computing, programming and Microsoft AzureView more +Program DetailsDownload Syllabusadvanced3 Months4.8 stars 89 reviewsIn collaboration with:MicrosoftProgram DetailsDownload SyllabusIn collaboration with:Microsoft","https://www.udacity.com/course/cloud-architect-using-microsoft-azure-nanodegree--nd090","4.8","89"
